11870	http://11870.com/	http://11870.com/api/	http://11870.com/api	http://11870.com/interaction	Search	REST 		OAuth with API Key
Litmos	www.litmos.com	https://api.litmos.com/v1.svc	http://help.litmos.com/developer-api/	support@litmos.com	Education	REST 		API Key
Live Scoreboards	http://livescoreboards.co.uk/	http://api.livescoreboards.co.uk/sessions/football/	http://api.livescoreboards.co.uk/	 info@livescoreboards.co.uk	Sports	HTTP 		API Key
LiveDesigner	http://www.melco.com/	http://api.livedesigner.com/{yourusername}	http://livedesigner.com/api/install.php?profile=default	MelcoAPI@Melco.com	Advertising	REST 		API Key
Loader.io	http://loader.io/	http://api.loader.io/v2	http://docs.loader.io	feedback@loader.io	Tools	REST 		API Key
Loci.me	http://loci.me	http://loci.me/	http://loci.me/p/api	i-hear-you@loci.me	Social	HTTP 		None
LogMyTime	http://www.logmytime.de/	http(s)://api.logmytime.de/V1/Api.svc	http://www.logmytime.de/Api/Index	apisupport@logmytime.de	Tools	REST 		API Key, HTTP Basic Authentication
LucidChart	https://www.lucidchart.com/	https://www.lucidchart.com/	https://www.lucidchart.com/pages/api_documentation	support@lucidchart.com	Tools	REST 		OAuth
Lulu Publishing	http://www.lulu.com/	http://api.lulu.com/lulupress.wsdl?20071204144218	http://developer.lulu.com	api@lulu.com	Other	REST 		API Key, Session ID
Lymbix Sentiment Analytics	http://www.lymbix.com	https://api.lymbix.com/	http://www.lymbix.com/supportcenter/docs	http://www.lymbix.com/contact	Tools	HTTP 		API Key
Lyricsfly	http://lyricsfly.com	http://lyricsfly.com/api/api.php	http://lyricsfly.com/api/	lyricsfly@gmail.com	Music	REST 		API Key
LyricWiki	http://wikia.com	http://lyricwiki.org/server.php?wsdl	http://api.wikia.com/wiki/LyricWiki_API	community@wikia.com	Music	REST 		Optional username/password
Madeline	http://eyegene.ophthy.med.umich.edu/	http://eyegene.ophthy.med.umich.edu/madeline/api/	http://eyegene.ophthy.med.umich.edu/madeline/aboutwebservice.php	madelinesoftware@umich.edu	Science	REST 		Public
Maestro.fm	http://maestro.fm	https://api.maestro.fm/maestro_api?	https://api.maestro.fm/apidocs/	support@maestro.fm	Music	REST 		API Key
makexyz	http://www.makexyz.com/	http://www.makexyz.com/api/	http://www.makexyz.com/developers	nathan@makexyz.com	Tools	REST 		API Key
Mambu	http://www.mambu.com/en/	https:// {tenantid}.mambu.com/api/ 	http://developer.mambu.com/	hello@mambu.com	Payments	REST 		HTTP Basic Authentication
Marker	http://www.markerapi.com/	http://www.markerapi.com/api	http://www.markerapi.com	support@markerapi.com	Search	REST 		Username and password
Marvel Comics	http://marvel.com/	https://gateway.marvel.com/v1/	http://developer.marvel.com	marvel-api-help@marvel.com	Entertainment	REST 		API Key
Mastercard MoneySend	http://www.mastercard.com/index.html	https://api.mastercard.com/moneysend/mapping/v1/card 	https://developer.mastercard.com/portal/display/api/MoneySend	https://developer.mastercard.com/portal/display/faqs/Contact+Us	Financial	REST 		API Key
Matchbox	http://matchbox.net/	https://app.admitpad.com/api/v2	http://matchbox.net/api/	api@matchbox.net	Education	REST 		Auth via cookie
MatchCollege	http://www.matchcollege.com/	http://api.matchcollege.com/colleges?	http://www.matchcollege.com/college-data-api	api_usage@matchcollege.com	Education	REST 		API Key
Mates	http://www.umich.edu/	http://127.0.0.1/mates0.4/mates.php	http://grocs.dmc.dc.umich.edu/~mates/	teammates@umich.edu	Social	SOAP 		HTTP Basic Authentication over SSL
MavaIQ Currencies	http://www.mavaiq.com	http://api.mavaiq.com/v1/MavaIQCurrencies	https://developer.mavaiq.com/v1/service-explorer-mavaiq-currencies	info@mavaiq.com	Financial	REST 		AppID & AppKey
MdotM	http://mdotm.com/	http://ads.mdotm.com/api/1.0/	http://docs.mdotm.com/index.php/Main_Page	support@mdotm.com	Advertising	REST 		API Key, User login
MeeMix	http://www.meemix.biz	http://ws.meemix.com/mxws/services/mxws	http://www.meemix.biz/	api@meemix.com	Music	SOAP 		API Key
Meme Generator	http://memegenerator.net/	http://version1.api.memegenerator.net	http://version1.api.memegenerator.net/	webmaster@memegenerator.net	Tools	REST 		Basic Authentication
Mendeley	http://www.mendeley.com	https://mix.mendeley.com	Mendeley API	api@mendeley.com	Education	REST 		OAuth 2, API Key
Meniscus Real Time Calculator	http://www.meniscus.co.uk/	http://restdemo.meniscus.co.uk/	http://www.meniscus.co.uk/page.php?article=946&amp;name=Meniscus%20REST%20Web%20serv...	technical@meniscus.co.uk	Other	REST 		Username and password
MenuMania	http://www.menumania.co.nz/	http://www.menumania.co.nz/api/	http://www.menumania.co.nz/developers/	accounts@menumania.co.nz 	Entertainment	REST 		API Key
Mergent Annual Reports	http://mergent.com	http://developers.mergent.com/docs/v1/	http://www.mergent.com/solutions/data-collection-services	support@webservius.com	Financial	REST 		API Key
Mergent Company Fundamentals	http://mergent.com	http://developers.mergent.com/fdf/v1/	http://www.mergent.com/solutions/datafeeds/overview	support@webservius.com	Financial	REST 		API Key
Mergent Corporate Actions and Dividends	http://mergent.com	http://developers.mergent.com/ed/v1/corpActions	http://www.mergent.com/solutions/corporate-actions-pricing	support@webservius.com	Financial	REST 		API Key
Mesagraph	http://www.mesagraph.com/	http://api.mesagraph.com/blendedtv	https://developers.mesagraph.com/	tech@mesagraph.com	Social	REST 		API Key
Mesosphere	Mesosphere	http://mesosphere.io/	Mesosphere	support@mesosphere.io	Cloud	REST 		API Key
Met Office WOW	http://www.metoffice.gov.uk/	http://wow.metoffice.gov.uk/automaticreading?	http://wow.metoffice.gov.uk/support?category=dataformats	enquiries@metoffice.gov.uk	Weather	HTTP 		API Key
MetaCDN	http://www.metacdn.com	http://www.metacdn.com/api/	http://www.metacdn.com/apidocs/index.jsp	support@metacdn.com	Media	REST 		HTTP Digest access
MetaLayer	http://www.metalayer.com	http://www.api.metalayer.com/s/	http://wiki.metalayer.com/index.php?title=API	support@metalayer.com	Other	REST 		None
Metallizer	http://metallizer.dk/	http://metallizer.dk/api/	http://metallizer.dk/content/xml-http-api	jakabov-metallizer-2009@yahoo.dk	Music	HTTP 		None
Meteor Solutions	http://www.meteorsolutions.com/	https://api.meteorsolutions.com/	https://api.meteorsolutions.com/docs	sales@meteorsolutions.com	Advertising	REST 		Basic Authentication over SSL, API Key
METViewer	http://www.dtcenter.org/index.php	http://www.dtcenter.org/met/metviewer/servlet	http://www.dtcenter.org/met/metviewer/doc/web_service.html	johnsonp@ucar.edu	Weather	REST 		Public
micropayment GmbH	https://www.micropayment.de/	http://webservices.micropayment.de/public/	http://techdoc.micropayment.de/en	support@micropayment.de	Payments	SOAP 		API Key
Millistream Market Data	http://www.millistream.com/	http://mws.millistream.com/mws.fcgi	http://www.millistream.com/index.php/product-solutions	info@millistream.com	Financial	SOAP 		HTTP Basic Authentication
mingle.io	https://mingle.io	https://data.mingle.io	https://mingle.io/api	team@mingle.io	Search	HTTP 		API Key
Minus	http://minus.com/	http://minus.com/api/v2/	http://miners.github.io/MinusAPIv2/	info@min.us	Storage	REST 		OAuth 2
miRMaid	http://www.mirmaid.org/	http://current.mirmaid.org/	http://www.mirmaid.org/doku.php?id=rest-routes	unavailable	Science	REST 		None
MitoMiner	http://mitominer.mrc-mbu.cam.ac.uk/	http://mitominer.mrc-mbu.cam.ac.uk/release-3.0/	https://intermine.readthedocs.org/en/latest/	info@mrc-mbu.cam.ac.uk	Science	REST 		Public
Mixcloud	http://www.mixcloud.com/	http://api.mixcloud.com/	http://www.mixcloud.com/developers/	api@mixcloud.com	Music	HTTP 		OAuth2
MobFox	http://www.mobfox.com/	http://api.mobfox.com/api/	http://dev.mobfox.com/index.php?title=Main_Page	support@mobfox.com	Advertising	REST 		API Key
MobileMinerApp	http://www.mobileminerapp.com	https://mobileminer.azurewebsites.net/api	http://www.mobileminerapp.com/#api	nate@mobileminerapp.com	Financial	REST 		API Key
Mogreet Transcoding	http://mogreet.com	https://api.mogreet.com/cm/	https://developer.mogreet.com/docs/transcoding/overview	support.developer@mogreet.com	Media	REST 		API Token and Client ID
Mondor Currency Exchange XML	http://www.mondor.org/default.aspx	http://www.mondor.org/ces/rates.asmx	http://www.mondor.org/cr.aspx	http://www.mondor.org/support.aspx	Financial	SOAP 		HTTP Basic Authentication
Money Toolkit	http://www.moneytoolkit.com/	https://www.moneytoolkit.com/pub/authenticate	http://www.moneytoolkit.com/2012/02/personal-bank-data-api/	info@moneytoolkit.com	Financial	REST 		Basic Authentication over SSL
MoneyScience	http://www.moneyscience.com/	http://www.MoneyScience.com/pg/api/rest/	http://www.moneyscience.com/pg/studio/	developers@moneyscience.com	Social	REST 		API Key
Monitive	http://monitive.com/	https://rest.monitive.com	http://monitive.com/help/api/monitives-restful-api	contact@monitive.com	Tools	REST 		API Key
Mouse Resource Browser	http://www.fleming.gr/	urn:mrbws/wsdl	http://bioit.fleming.gr/mrb/data.jsp	chandras@fleming.gr	Science	SOAP 		None
Mouseflow	http://mouseflow.com/	http://mouseflow.com/api/	http://mouseflow.com/blog/2010/12/08/mouseflow-api-released/	info@mouseflow.com	Tools	REST 		API token
Moves	http://moves-app.com/	https://api.moves-app.com/api/v1	https://dev.moves-app.com/	sampo@protogeo.com	Sports	REST 		OAuth 2.0, client ID
Mozenda	http://www.mozenda.com	https://api.mozenda.com/rest? 	http://www.mozenda.com/api	support@mozenda.com	Tools	REST 		API Key
Muselia	http://www.muselia.com/	http://www.muselia.com/apimuseums?	http://www.muselia.com/api	info@muselia.com	Education	JSONP 		None
Museumsvokabular	http://museum.zib.de/museumsvokabular/	urn:museumvok	http://museum.zib.de/museumsvokabular/index.php?main=tech-dok&amp;ls=9&amp;co=vi&amp;ln=en	http://museum.zib.de/museumsvokabular/index.php?main=kontakt&amp;ls=9&amp;co=vi&amp;ln=en	Education	SOAP 		None
Music Story Pro	Music Story	http://api.music-story.com/	http://developers.music-story.com/	musicstorypro@music-story.com	Music	HTTP 		OAuth, API Key
Music Xray S2O Partner	http://www.musicxray.com/	https://api.musicxray.com/	http://docs.musicxray.com/	business@musicxray.com	Music	REST 		API Key
Musicmetric	http://www.musicmetric.com	http://apib2.semetric.com/	http://developer.musicmetric.com/	api@musicmetric.com	Music	REST 		API Key
Musicovery	http://musicovery.com/	http://musicovery.com/api/	http://musicovery.com/api/doc/documentation.php	b2b@musicovery.com	Music	REST 		API Key
Musicplayr	http://www.musicplayr.com/	http://api.musicplayr.com.	http://blog.musicplayr.com/api	thorsten@musicplayr.com	Music	REST 		API Key
Musicshake	http://eng.musicshake.com	http://developers.musicshake.com/api/	http://developers.musicshake.com/	doxmo@naver.com	Music	REST 		API Key
Mutalyzer	http://www.lumc.nl/home/	http://mutalyzer.nl/2.0/services	https://mutalyzer.nl/webservices	mutalyzer@humgen.nl	Science	SOAP 		None
MutualMind	http://www.mutualmind.com/	https://api.mutualmind.net/v1/	http://dev.mutualmind.com/	info@mutualmind.com	Social	REST 		API Key
My Cycling Log	www.mycyclinglog.com	 http://www.mycyclinglog.com/api/	http://www.mycyclinglog.com/api/docs.php	http://www.mycyclinglog.com/contact.php	Sports	REST 		HTTP Basic Authentication
MyAds	https://www.rubiconproject.com	https://api.myads.com/services/v02	http://developer.myads.com/	acolson@rubiconproject.com	Advertising	SOAP 		HTTP Basic Authentication
Myjson	http://myjson.com/	https://api.myjson.com/	Myjson - API	support@myjson.com	Storage	REST 		Unspecified
MyMovies	http://www.mymovies.dk	https://api.mymovies.dk/default.aspx	http://wiki.mymovies.dk/(X(1)S(r4bsnrrajzh5tj2upgrmt3nf))/Default.aspx?Page=My%2...	contact@mymovies.dk	Media	SOAP 		HTTP Basic Authentication
MyRobots	http://myrobots.com	http://bots.myrobots.com/	http://www.myrobots.com/wiki/API	http://robotshop.helpserve.com/index.php?_m=tickets&amp;_a=submit&amp;step=1&amp;departmentid=20	Other	HTTP 		API Key
NAC Real-time Conversion	http://www.nacgeo.com	http://mlbs.net/nacgeoservicesV5.0/Routing	http://www.nacgeo.com/nacconversion.asp	info@nacgeo.com	Tools	SOAP 		User Password
Namba.kg	http://namba.kg	http://api.namba.kg/	http://dev.namba.kg/api_description.php	puzanov@namba.kg	Social	REST 		HTTP Basic Authenticaiton
NameSilo	http://www.namesilo.com/	https://www.namesilo.com/api/	http://www.namesilo.com/api_reference.php	support@namesilo.com	Tools	REST 		API Key
National Virtual Observatory	http://www.stsci.edu/portal/	ivoa.net.riws.v10	http://nvo.stsci.edu/vor10/riws.aspx	usvo-feedback@us-vo.org	Science	SOAP 		None
Navlost NWX Weather	http://www.navlost.eu	http://navlost.eu/aero/nwx	http://www.navlost.eu/	http://www.navlost.eu/contact	Weather	REST 		Public for limited access; or HTTP Basic Authentication
NBIC Peregrine	http://www.nbic.nl/	http://peregrine.nbiceng.net/	https://trac.nbic.nl/data-mining/	data-mining-users@trac.nbic.nl	Tools	REST 		None
NCEP North American Mesoscale	http://his.cuahsi.org/	http://www.cuahsi.org/his/1.0/ws/	http://river.sdsc.edu/wiki/(X(1)S(4j0u3e55m4nvrlawaa5lkabo))/Default.aspx?Page=N...	http://his.cuahsi.org/contactus.html	Weather	SOAP 		None
ncRNA fRNAdb	http://www.ncrna.org/	http://www.ncrna.org/frnadb/api/search/	http://www.ncrna.org/frnadb/doc/api_manual	http://www.ncrna.org/contact-info	Science	SOAP 		Public
NEOS	http://discovery.wisc.edu/morgridge/	http://neos-1.chtc.wisc.edu:3332	http://www.neos-server.org/neos/NEOS-API.html	support@neos-server.org	Tools	XML 		None
Nephoscale	http://www.nephoscale.com/	https://api.nephoscale.com/storage/	http://docs.nephoscale.com/	support@nephoscale.com	Storage	REST 		HTTP Basic Authentication
Netaxept	http://www.nets.eu/	https://epayment.bbs.no/Netaxept/	http://www.betalingsterminal.no/Netthandel-forside/Teknisk-veiledning/API/	info@nets.no	Payments	REST 		HTTP Basic Authentication
Netmera	http://www.netmera.com	https://api.netmera.com	http://www.netmera.com/resources/rest-api/	info@netmera.com	Tools	REST 		API Key
New York Federal Reserve SOMA Holdings	http://www.ny.frb.org/index.html	http://markets.newyorkfed.org/api/	http://www.ny.frb.org/markets/soma/sysopen_accholdings.html	general.info@ny.frb.org	Financial	REST 		Public
New York Public Library Digital Collections	http://www.nypl.org/	http://api.repo.nypl.org/api/v1/	http://api.repo.nypl.org	repoapi@nypl.org	Search	REST 		Authentication Tokens
Next Big Sound	http://www.nextbigsound.com/	http://www.api3.nextbigsound.com/	http://www.api3.nextbigsound.com/	api@nextbigsound.com	Music	HTTP 		API Key, Secret Key
Ninja Blocks	http://ninjablocks.com/	https://api.ninja.is/	http://ninjablocks.com/pages/api-docs	help@ninjablocks.com	Tools	REST 		OAuth2
NOAA Climate Data Online	http://www.noaa.gov	http://www.ncdc.noaa.gov/cdo-services/services	http://www.ncdc.noaa.gov/cdo-web/webservices	ncdc.orders@noaa.gov	Weather	REST 		API Key
NOAA GOES SEM	http://www.ngdc.noaa.gov/	http://www.ngdc.noaa.gov/goes/sem/	http://www.ngdc.noaa.gov/goes/sem/	sem.goes@noaa.gov	Weather	REST 		Public
NOAA GOES Solar X-Ray Imager	http://www.ngdc.noaa.gov/	http://www.ngdc.noaa.gov/goes/sxi/	http://www.ngdc.noaa.gov/goes/sxi/index	sxi.goes@noaa.gov	Science	REST 		Public
Nodester	http://nodester.com/	http://api.nodester.com/	http://nodester.com/api.html	chris@nodester.com	Cloud	REST 		HTTP Basic Authentication
Norwegian Meteorological Institute	http://met.no	http://api.met.no/weatherapi/	http://api.met.no/#english	kristinl@met.no	Weather	REST 		Public
Novasol	http://www.novasol.co.uk/	https://safe.novasol.com/api	http://www.novasol.co.uk/login/partner_solutions.html	novasol@novasol.us	Travel	REST 		API Key
NREL Building Component Library	http://www.nrel.gov	http://bcl.nrel.gov/api/	https://bcl.nrel.gov/developer	service.center@nrel.gov	Search	REST 		API Key
NSDL Repository Update Service	http://nsdl.org	http://nsdl.org/nsdl_dds/services/ddsupdatews1-1?	http://nsdl.org/nsdl_dds/services/ddsupdatews1-1/ddsupdatews_api_documentation.j...	http://nsdl.org/contactus/	Science	REST 		Authorization by client IP
NYPL Digital Gallery	http://www.nypl.org	http://digitalgallery.nypl.org/feeds/dev/atom/	http://digitalgallery.nypl.org/feeds/dev/atom/docs/	digital@nypl.org	Media	REST 		Public
OANDA FXTrade	OANDA Corporation	http://api-sandbox.oanda.com/v1/	OANDA API Suite	api@oanda.com	Financial	REST 		API Key, OAuth 2, Other/Custom
OfficeRecovery	http://www.officerecovery.com/	https://online.officerecovery.com/oronline/api/	https://online.officerecovery.com/api/	support@officerecovery.com	Data	REST 		HTTPS
OligoSelection	http://www.fu-berlin.de/en/	http://projects.mi.fu-berlin.de/hobit/OligoSelection.php/OligoSelection.wsdl	http://webservices.seekda.com/providers/fu-berlin.de/OligoSelection	office@bgsmcs.fu-berlin.de	Science	SOAP 		None
OneBip	http://www.neomobilegroup.com	https://www.onebip.com/otms/	http://corporate.onebip.com/merchants-market-info/#get-started	http://my.onebip.com/support/contact	Payments	REST 		API Key
OneMusic	http://www.onemusicapi.com/	http://api.onemusicapi.com	http://www.onemusicapi.com/	api@OneMusicAPI.com	Music	REST 		API Key
Online-Convert.com	http://www.online-convert.com/	http://api.online-convert.com/	http://api.online-convert.com/	time2talk@online-convert.com	Tools	REST 		API Key
Oobgolf	http://www.oobgolf.com/	https://www.oobgolf.com/api/	http://www.oobgolf.com/api/	info@oobgolf.com	Sports	REST 		API Key
OP3Nvoice	http://www.op3nvoice.com/	https://api-beta.op3nvoice.com/	https://dev-beta.op3nvoice.com/	support@op3nvoice.com	Media	REST 		API Key, Token
Open Access Plagiarism Search	http://www.ptb.de/	http://oaps.eu/api/ 	http://oaps.eu/project/soap/	info@oaps.eu	Search	SOAP 		Basic Authentication
Open Archives Initiative	http://www.openarchives.org/	http://www.openarchives.org/OAI/2.0/	http://www.openarchives.org/OAI/openarchivesprotocol.html	openarchives@openarchives.org	Education	XML 		None
Open Exchange Rates	https://openexchangerates.org/	https://openexchangerates.org/api/	https://openexchangerates.org/documentation	info@openexchangerates.org	Financial	REST 		API Key (app_id)
Open Images	http://www.beeldengeluid.nl/en	http://www.openbeelden.nl/feeds/	http://www.openimages.eu/api/	http://www.openimages.eu/contact	Media	REST 		Public
OpenEd	https://www.opened.io/	https://api.opened.io/	OpenEd Documentation 	support@opened.io	Education	REST 		OAuth 2
openFDA	http://www.fda.gov/	https://api.fda.gov	openFDA	datagov@gsa.gov	Health	REST 		API Key
OpenHazards GetEarthquakeProbability	http://www.openhazards.com	http://api.openhazards.com/GetEarthquakeProbability.xml	http://www.openhazards.com/data	http://www.openhazards.com/contact	Science	REST 		Public
OpenSnow	http://opensnow.com/	http://opensnow.com/api/	http://opensnow.com/about/api	hello@opensnow.com	Weather	REST 		API Key
Opinionage	http://opinionage.com/	https://opinionage.com/api	http://developer.opinionage.com/1/introduction/	info@opinionage.com	Social	REST 		OAuth
Opuss	http://www.opuss.com	http://api100.opuss.com/	http://opuss.com/developer/	api@opuss.com	Social	REST 		API Key
ORCID	http://about.orcid.org/	http://api.devsandbox.orcid.org	http://orcid.org/about/community/orcid-technical-community	http://about.orcid.org/contact	Education	REST 		OAuth 2
Osmosis	https://www.getosmosis.com/	https://www.getosmosis.com/api/resource/method 	https://www.getosmosis.com/api-doc	support@getosmosis.com	Tools	REST 		API Key
Pachube	http://www.pachube.com	http://api.cosm.com/	https://xively.com/dev/docs/api/?from_cosm=true	support@cosm.com 	Other	REST 		API Key
Pactas	http://www.pactas.com	https://itero.pactas.com/	http://developer.pactas.com/Docs/Reference	support@pactas.com	Financial	REST 		HTTP Basic Authentication, OAuth
Paddle	http://www.usepaddle.com/	https://merchant.paddle.to/	http://www.usepaddle.com/developers/	hello@usepaddle.com	Payments	REST 		HMAC
PaleoDB	https://www.nescent.org/wg_evoinfo/Main_Page	http://paleodb.org/cgi-bin/bridge.pl	https://www.nescent.org/wg_evoinfo/PaleoDB	arlin.stoltzfus@nist.gov	Science	REST 		Public
Panl	https://www.panl.com/	https://api.panl.com/	https://www.panl.com/documentation/api-guide/	support@panl.com	Tools	REST 		HTTP Basic Authentication over SSL
ParsCit	http://wing.comp.nus.edu.sg/portal/	http://citeseerx.org/algorithms/parscit/wsdl	http://wing.comp.nus.edu.sg/parsCit/#ws	kanmy@comp.nus.edu.sg	Science	SOAP 		None
PassDock	http://passdock.com/	https://api.passdock.com/api/v1	https://api.passdock.com/doc	questions@passdock.com	Tools	REST 		API Key
PassSource	http://www.passsource.com/	http://www.passsource.com/apiLogin	http://www.passsource.com/apiInfo.php	support+passsource@kudit.com	Tools	REST 		API Key
Passta	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/passta/axis/passtaPort	http://bibiserv.techfak.uni-bielefeld.de/passta/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
PassVerse	https://passverse.azurewebsites.net/	https://passverseapi.azurewebsites.net/api/v1/	http://www.passverse.com/documentation	tomas@passverse.com	Payments	REST 		API Key
PayChoice Payment Gateway	http://www.paychoice.com.au/	https://secure.paychoice.com.au/services/V2/	http://www.paychoice.com.au/developers-merchant-api/	support@paychoice.com.au	Payments	SOAP 		User name and password, HTTP Basic Authentication SSL
PayLeap	http://www.payleap.com	https://uat.payleap.com/transactservices.svc	http://developer.payleap.com	support@payleap.com	Payments	SOAP 		HTTP Basic over SSL
PayPoint	http://www.paypoint.net/	https://www.secpay.com/java-bin/ValCard	http://www.paypoint.net/support/gateway/integration-guides/	support@paypoint.net	Payments	REST 		API Key
PayTrace	http://www.paytrace.com/	https://paytrace.com/api/	https://paytrace.com/api.html?s=d&amp;m=d	support@paytrace.com	Payments	REST 		API Key
PDF Converter	http://www.freepdfconvert.com/	http://do.convertapi.com/Pdf2Image	http://www.convertapi.com/	support@baltsoft.com	Tools	REST 		API Key
Peachnote	http://www.peachnote.com/	http://www.peachnote.com/rest/api/v0/	http://www.peachnote.com/api.html	api@peachnote.com	Music	REST 		API Key
Pearson FT Education	https://developer.pearson.com/	https://api.pearson.com/v2/ft/articles	https://developer.pearson.com/apis/ft-education-api/	api-developer@pearson.com	Education	HTTP 		API Key
Pelican Climate Control	http://www.pelicanwireless.com/	https://demo.officeclimatecontrol.net/api	http://www.pelicanwireless.com/technical-briefs/climate-control-api-interface-sp...	sales@PelicanWireless.com	Tools	HTTP 		Basic Authentication over SSL
PencePay	https://www.pencepay.com	https://service.pencepay.com/api/	http://developer.pencepay.com	support@pencepay.com	Payments	REST 		API Key
Penguin Classics	http://www.pearson.com/	http://api.pearson.com/penguin/classics/v1	https://developer.pearson.com/apis/penguin-classics/	api-developer@pearson.com	Other	REST 		API Key
Pervasive Data Integrator	http://www.pervasive.com/	https://datacloud2.pervasive.com/cloudrest/	http://integration.pervasive.com/Products/Connectivity.aspx	http://cloud.pervasive.com/ContactUs.aspx	Storage	SOAP 		HTTP Basic Authentication
Petfinder	http://www.petfinder.com/index.html	http://api.petfinder.com/	http://www.petfinder.com/developers/api-docs	api-help@petfinder.com	Search	REST 		API Key
Pfam	http://www.sanger.ac.uk/	http://pfam.sanger.ac.uk/	http://pfam.sanger.ac.uk/help#tabview=tab10	pfam-help@sanger.ac.uk	Science	REST 		None
Phashtag	http://api.phashtag.com/	unspecified	http://api.phashtag.com/	founders@phashtag.com	Tools	REST 		HTTP Basic Auth
PHPGraphlib Remote	http://www.ebrueggeman.com/	http://www.ebrueggeman.com/phpgraphlib/api/	http://www.ebrueggeman.com/phpgraphlib/remote-api	ebrueggeman@gmail.com	Tools	HTTP 		HTTP Basic Auth
Pieceable	https://www.pieceable.com/	https://www.pieceable.com/view/publish.json	https://www.pieceable.com/docs	hello@pieceable.com	Tools	REST 		API Key over SSL
Pikchur	http://www.pikchur.com	http://api.pikchur.com/simple/upload	http://www.pikchur.com/api	api@pikchur.com	Social	REST 		HTTP Basic Authentication, OAuth
Pingar	http://www.pingar.com	http://api.pingar.net/PingarAPIService.asmx	https://pingar.3scale.net/	support@pingar.com	Search	SOAP 		API Key
Pinnacle Sports	http://www.pinnaclesports.com/	http://api.pinnaclesports.com/v1/	http://www.pinnaclesports.com/apimanual	affiliates@pinnaclesports.com	Sports	REST 		API Key
Pipl	http://pipl.com	http://apis.pipl.com/search/v2/	http://dev.pipl.com/docs/read/home	mail@pipl.com	Search	REST 		API Key
pknotsRG	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/pknotsRG/axis/pknotsRGPort	http://bibiserv.techfak.uni-bielefeld.de/pknotsrg/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
PlagScan	https://www.plagscan.com/	https://www.plagscan.com	https://www.plagscan.com/api/guide	info@plagscan.com	Tools	REST 		API Key
Plancast	http://plancast.com	http://api.plancast.com	http://plancast.com/api	support@plancast.com	Social	REST 		HTTP Basic Authentication
Planning Center	http://planningcenteronline.com	https://www.planningcenteronline.com/	http://get.planningcenteronline.com/api	support@planningcenteronline.com	Tools	REST 		OAuth
Playme	http://www.playme.com	http://api.playme.com/	http://lab.playme.com	api.support@playme.com	Music	REST 		API Key
Plings	http://www.plings.net/	http://feeds.plings.net/services/plings-in.php?APIKey=	http://www.plings.info/wiki/index.php/Main_Page	api@plings.net	Entertainment	HTTP 		API Key
PLOS Article-Level Metrics	http://www.plos.org/	http://alm.plos.org/articles	http://api.plos.org/alm/faq/	api@plos.org	Science	REST 		API Key
POLipayments	http://www.polipayments.com/	https://merchantapi.apac.paywithpoli.com/MerchantAPIService.svc/XML/	http://www.polipaymentdeveloper.com/doku.php	helpdesk@polipayments.com	Payments	REST 		HTTP Basic Authentication
Ponoko	http://www.ponoko.com/	https://sandbox.ponoko.com/services/api/v2	http://support.ponoko.com/forums	service@ponoko.com	Other	REST 		API Key
Positionly	http://positionly.com	https://api.positionly.com/v1/	https://positionly.com/api	support@positionly.com	Search	REST 		API Key
PowerFolder	http://www.powerfolder.com/en.html	https://access.powerfolder.com/api/	https://wiki.powerfolder.com/display/PFS/API+Usage	info@powerfolder.com	Storage	REST 		HTTP Basic Authentication
Previmeteo Weather	http://previmeteo.com/	http://api.previmeteo.com/	http://en.previmeteo.com/professionals/google-weather-api.php	contact@previmeteo.com	Weather	REST 		API Key
PrimoPay	http://www.primopay.com.au/	https://merchantdirect.ctel.com.au	http://www.primopay.com.au/	andy@primopay.com.au	Payments	SOAP 		HTTP Basic Authentication
Pro Writing Aid	http://prowritingaid.com	http://prowritingaid.com/en/APIv1	http://prowritingaid.com/en/App/API	hello@prowritingaid.com	Tools	REST 		API Code
ProThesaurus	http://www.bio.ifi.lmu.de/	urn:de.lmu.ifi.bio:biological-name-service	http://services.bio.ifi.lmu.de/	prothesaurus@bio.ifi.lmu.de	Science	SOAP 		None
Psydex AG	http://www.psydex.com/	http://psydex.net/api	http://www.psydex.com/technology/api/overview.php	support@psydex.com	Tools	REST 		API Key
Punkrock.org	http://punkrock.org	http://punkrock.org/api.php?	http://punkrock.org/apps/developer/	support@punkrock.org	Music	REST 		API Token
Purlem	http://purlem.com/	https://purlapi.com/v1/	https://github.com/purlem/Purlem-API	support@purlem.com	Advertising	REST 		HTTP Basic Authentication
PVOutput Service	http://pvoutput.org/	http://pvoutput.org/service/	http://pvoutput.org/help.html#api	pvoutput@gmail.com	Tools	HTTP 		API Key
Qminder	http://www.qminderapp.com	https://api.qminderapp.com/v1/	http://www.qminderapp.com/docs/api/	info@qminderapp.com 	Tools	REST 		API Key
Qobuz	http://www.qobuz.com	http://www.qobuz.com/api.json/0.2	https://github.com/Qobuz/api-documentation	api@qobuz.com	Music	REST 		API Key
Qtravel	http://www.qtravel.pl	http://api.qtravel.pl/	http://www.qtravel.pl/qtravel-api	pr@qtravel.pl	Travel	HTTP 		API Key
